0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0.0129213
15	0.0200771
16	0.0278814
17	0.0345264
18	0.0339509
19	0.0401784
20	0.0468895
21	0.0515294
22	0.0548997
23	0.0564291
24	0.0703341
25	0.0763739
26	0.0788883
27	0.0848599
28	0.0873351
29	0.0877025
30	0.0973336
31	0.101787
32	0.110033
33	0.109392
34	0.109312
35	0.118792
36	0.12803
37	0.13341
38	0.152433
39	0.169484
40	0.168765
41	0.175126
42	0.189214
43	0.192183
44	0.192924
45	0.208187
46	0.224983
47	0.24272
48	0.250532
49	0.26174
50	0.27141
51	0.283853
52	0.298273
53	0.305185
54	0.320957
55	0.325634
56	0.336793
57	0.350887
58	0.362382
59	0.367575
60	0.376895
61	0.389962
62	0.407275
63	0.413908
64	0.431864
65	0.433589
66	0.451821
67	0.455464
68	0.471359
69	0.475176
70	0.483389
71	0.494151
72	0.502429
73	0.525009
74	0.528845
75	0.527134
76	0.553501
77	0.569441
78	0.56534
79	0.593106
80	0.598684
81	0.619722
82	0.637977
83	0.649324
84	0.665683
85	0.66977
86	0.683165
87	0.698263
88	0.72071
89	0.751388
90	0.763979
91	0.760196
92	0.747059
93	0.775121
94	0.77452
95	0.786448
96	0.778243
97	0.797015
98	0.818092
99	0.816258
100	0.828734
101	0.840573
102	0.862246
103	0.863014
104	0.864819
105	0.885536
106	0.876004
107	0.888199
108	0.874147
109	0.888889
110	0.888889
111	0.888889
112	0.90566
113	0.886792
114	0.903846
115	0.867925
116	0.877811
117	0.845414
118	0.844099
119	0.832355
120	0.843285
121	0.881768
122	0.843137
123	0.855536
124	0.843426
125	0.854118
126	0.824683
127	0.854348
128	0.817143
129	0.809784
130	0.785106
131	0.766488
132	0.709014
133	0.709669
134	0.742543
135	0.750866
136	0.697297
137	0.73154
138	0.733997
139	0.706314
140	0.688702
141	0.678188
142	0.615519
143	0.620997
144	0.605699
145	0.601688
146	0.606281
147	0.60564
148	0.600833
149	0.601581
150	0.615519
151	0.62649
152	0.658462
153	0.670014
154	0.667904
155	0.660645
156	0.65641
157	0.664308
158	0.669498
159	0.68038
160	0.704165
161	0.687789
162	0.691106
163	0.682574
164	0.693495
165	0.682633
166	0.694853
167	0.690537
168	0.700368
169	0.702893
170	0.702893
171	0.716094
172	0.731013
173	0.746566
174	0.700095
175	0.749377
176	0.743284
177	0.754181
178	0.727223
179	0.747826
180	0.754976
181	0.771388
182	0.753857
183	0.753857
184	0.758752
185	0.770609
186	0.770609
187	0.770609
188	0.764444
189	0.756999
190	0.740533
191	0.741168
192	0.754181
193	0.771321
194	0.782609
195	0.75978
196	0.759046
197	0.726012
198	0.73704
199	0.743284
200	0.715314
201	0.709499
202	0.720438
203	0.724275
204	0.725738
205	0.727184
206	0.733194
207	0.733194
208	0.751278
209	0.66392
210	0.602907
211	0.56854
212	0.527507
213	0.481481
214	0.433896
215	0.43125
216	0.401399
217	0.377706
218	0.446886
219	0.631657
220	0.58439
221	0.483995
222	0.446922
223	0.450514
224	0.483615
225	0.511357
226	0.539886
227	0.574197
228	0.607973
229	0.64175
230	0.640102
231	0.657402
232	0.658111
233	0.693642
234	0.687861
235	0.709302
236	0.709302
237	0.719298
238	0.723529
239	0.723529
240	0.732143
241	0.71337
242	0.712876
243	0.72619
244	0.732143
245	0.730539
246	0.724551
247	0.708333
248	0.714286
249	0.715976
250	0.724551
251	0.72619
252	0.730539
253	0.739394
254	0.748466
255	0.709073
256	0.693632
257	0.703846
258	0.767296
259	0.7625
260	0.7625
261	0.724679
262	0.723109
263	0.73913
264	0.748428
265	0.740506
266	0.772152
267	0.767296
268	0.772152
269	0.772152
270	0.698077
271	0.689895
272	0.713694
273	0.737805
274	0.796053
275	0.796053
276	0.793333
277	0.791946
278	0.797297
279	0.821918
280	0.789094
281	0.827586
282	0.834483
283	0.791933
284	0.781231
285	0.756757
286	0.73167
287	0.749962
288	0.791933
289	0.764815
290	0.728395
291	0.751826
292	0.763537
293	0.833177
294	0.833177
295	0.806254
296	0.832689
297	0.82
298	0.807565
299	0.832698
300	0.825919
301	0.812013
302	0.85775
303	0.830935
304	0.818066
305	0.835639
306	0.777339
307	0.747343
308	0.794808
