0	0.74748
1	0.769464
2	0.812307
3	0.823434
4	0.848022
5	0.88661
6	0.912095
7	0.925915
8	0.94117
9	0.95481
10	0.96845
11	0.96845
12	0.96845
13	0.95481
14	0.94117
15	0.96845
16	0.94117
17	0.92753
18	0.92753
19	0.92753
20	0.92753
21	0.91389
22	0.91389
23	0.91389
24	0.92753
25	0.92753
26	0.91389
27	0.90025
28	0.88661
29	0.872969
30	0.91389
31	0.94117
32	0.959459
33	0.959459
34	0.946667
35	0.933333
36	0.933333
37	0.933333
38	0.921053
39	0.922078
40	0.922078
41	0.910256
42	0.898734
43	0.898734
44	0.8875
45	0.8875
46	0.876543
47	0.865854
48	0.865854
49	0.865854
50	0.855422
51	0.855422
52	0.845238
53	0.845238
54	0.835294
55	0.835294
56	0.835294
57	0.835294
58	0.825581
59	0.825581
60	0.816092
61	0.816092
62	0.806818
63	0.806818
64	0.797753
65	0.797753
66	0.788889
67	0.788889
68	0.78022
69	0.78022
70	0.771739
71	0.771739
72	0.771739
73	0.763441
74	0.763441
75	0.755319
76	0.755319
77	0.747368
78	0.747368
79	0.747368
80	0.747368
81	0.747368
82	0.739583
83	0.747368
84	0.739583
85	0.739583
86	0.739583
87	0.739583
88	0.739583
89	0.739583
90	0.739583
91	0.739583
92	0.739583
93	0.739583
94	0.739583
95	0.739583
96	0.739583
97	0.731959
98	0.72449
99	0.71399
100	0.706778
101	0.706778
102	0.69971
103	0.69971
104	0.69971
105	0.692782
106	0.692782
107	0.70297
108	0.696078
109	0.68932
110	0.67933
111	0.682692
112	0.682692
113	0.67619
114	0.67619
115	0.67619
116	0.669811
117	0.669811
118	0.669811
119	0.660243
120	0.663551
121	0.663551
122	0.663551
123	0.657407
124	0.657407
125	0.657407
126	0.657407
127	0.651376
128	0.651376
129	0.651376
130	0.651376
131	0.651376
132	0.651376
133	0.645455
134	0.651376
135	0.651376
136	0.651376
137	0.651376
138	0.651376
139	0.645455
140	0.651376
141	0.651376
142	0.651376
143	0.651376
144	0.645455
145	0.645455
146	0.645455
147	0.645455
148	0.645455
149	0.651376
150	0.651376
151	0.651376
152	0.651376
153	0.651376
154	0.651376
155	0.657407
156	0.657407
157	0.663551
158	0.663551
159	0.669811
160	0.669811
161	0.663551
162	0.663551
163	0.663551
164	0.663551
165	0.663551
166	0.663551
167	0.663551
168	0.657407
169	0.651376
170	0.645455
171	0.645455
172	0.645455
173	0.645455
174	0.645455
175	0.645455
176	0.645455
177	0.651376
178	0.641797
179	0.635963
180	0.651376
181	0.651376
182	0.651376
183	0.657407
184	0.657407
185	0.663551
186	0.663551
187	0.663551
188	0.657407
189	0.657407
190	0.657407
191	0.657407
192	0.64774
193	0.64774
194	0.653793
195	0.67619
196	0.682692
197	0.68932
198	0.696078
199	0.696078
200	0.70297
201	0.70297
202	0.70297
203	0.696078
204	0.685842
205	0.685842
206	0.685842
207	0.685842
208	0.685842
209	0.692632
210	0.71
211	0.71
212	0.717172
213	0.717172
214	0.717172
215	0.717172
216	0.72449
217	0.72449
218	0.72449
219	0.72449
220	0.71414
221	0.70379
222	0.68309
223	0.680412
224	0.662391
225	0.641691
226	0.641691
227	0.624964
228	0.624964
229	0.624964
230	0.635209
231	0.634021
232	0.634021
233	0.634021
234	0.623628
235	0.624964
236	0.624964
237	0.635209
238	0.635209
239	0.635209
240	0.628857
241	0.639
242	0.637971
243	0.648261
244	0.657794
245	0.668841
246	0.668841
247	0.678676
248	0.669565
249	0.67971
250	0.682295
251	0.672685
252	0.681986
253	0.685532
254	0.678876
255	0.678876
256	0.68932
257	0.68932
258	0.68932
259	0.68932
260	0.68932
261	0.68932
262	0.68932
263	0.68932
264	0.68932
265	0.682692
266	0.68932
267	0.682692
268	0.682692
269	0.682692
270	0.67619
271	0.67619
272	0.67619
273	0.682692
274	0.682692
275	0.682692
276	0.682692
277	0.682692
278	0.682692
279	0.67619
280	0.67619
281	0.682692
282	0.682692
283	0.68932
284	0.68932
285	0.68932
286	0.68932
287	0.68932
288	0.696078
289	0.68932
290	0.68932
291	0.68932
292	0.68932
293	0.696078
294	0.696078
295	0.696078
296	0.696078
297	0.69873
298	0.70297
299	0.696078
300	0.682692
301	0.67619
302	0.67619
303	0.67619
304	0.669811
305	0.67619
306	0.669811
307	0.669811
308	0.669811
309	0.669811
310	0.669811
311	0.663551
312	0.663551
313	0.663551
314	0.663551
315	0.663551
316	0.663551
317	0.663551
318	0.669811
319	0.669811
320	0.669811
