0.697589	404	0.697589	0	
0.46297	267	0.700298	68	
0.500597	290	0.691935	28.25	
0.676766	404	0.676766	0	
0.655783	397	0.664538	3.5	
0.692741	403	0.69382	1	
0.674426	404	0.674426	0	
0.446653	250	0.711407	51	
0.45029	254	0.712789	74.5	
0.486896	268	0.719262	45	
0.452909	254	0.715256	74.5	
0.695661	404	0.695661	0	
0.667722	404	0.667722	0	
0.469032	244	0.720625	79.5	
0.684519	404	0.684519	0	
0.449438	252	0.710684	75.5	
0.658001	399	0.665267	5	
0.675357	403	0.676382	1	
0.675635	404	0.675635	0	
0.673073	399	0.680838	5	
