0.442555	471	0.57432	79	
0.404147	428	0.567703	28.5714	
0.433812	446	0.598525	26.1429	
0.347336	359	0.593371	67.5	
0.418485	364	0.590147	44.1667	
0.51196	506	0.584249	20.5	
0.360761	257	0.592652	74.4	
0.443036	428	0.621135	100.5	
0.445109	460	0.583759	56.3333	
0.404909	316	0.614778	34.7778	
0.404316	431	0.573681	66	
0.278565	199	0.669081	107.25	
0.420655	393	0.645957	78.6667	
0.467559	374	0.640532	85	
0.645241	627	0.646908	2	
0.258291	232	0.695572	396	
0.396881	403	0.581189	113	
0.482115	458	0.650724	171	
0.328576	265	0.679835	181.5	
0.41747	351	0.58462	30.8889	
