0.276517	154	0.559908	59.6	
0.333399	243	0.560296	29.8571	
0.299597	185	0.501229	20.5385	
0.275667	141	0.578306	62.2	
0.303353	162	0.587811	58	
0.314579	157	0.592485	49.1667	
0.311195	165	0.591815	47.8333	
0.342322	205	0.55836	27.4444	
0.321348	195	0.586189	36.7143	
0.302427	161	0.588541	48.5	
0.289969	146	0.625739	153	
0.275858	201	0.52031	22.8182	
0.330978	197	0.559902	28.3333	
0.218807	113	0.512096	67.8	
0.300699	145	0.62295	153.5	
0.304667	184	0.574873	33.5	
0.275826	143	0.628242	154.5	
0.26051	137	0.536912	63	
0.350562	227	0.543116	18.75	
0.26833	148	0.601464	60.8	
