0.51902	748	0.655917	44.8333	
0.510055	742	0.65307	55	
0.511282	756	0.643124	52.2	
0.525705	757	0.662924	52	
0.503352	718	0.663185	99.6667	
0.500406	754	0.63133	43.8333	
0.524141	762	0.65606	63.75	
0.502108	737	0.636757	40	
0.512947	762	0.648009	63.75	
0.535061	805	0.645186	35.3333	
0.512562	752	0.650232	53	
0.535546	812	0.643443	51.25	
0.526582	766	0.656451	35.8571	
0.533606	790	0.655873	45.4	
0.521415	743	0.661862	39.1429	
0.529502	785	0.644333	23.2	
0.538477	765	0.670285	50.4	
0.515156	733	0.660616	56.8	
0.544282	821	0.647923	39.2	
0.520156	777	0.646707	48
