0.508588	490	0.647474	69.5	
0.508726	483	0.656128	48.6667	
0.493137	475	0.650986	51.3333	
0.495121	473	0.656097	156	
0.495402	475	0.653433	77	
0.506178	484	0.651105	145	
0.53703	513	0.65576	58	
0.503929	484	0.649095	72.5	
0.497282	477	0.649492	38	
0.488562	472	0.648519	78.5	
0.50836	490	0.648731	69.5	
0.50829	491	0.647979	69	
0.495257	470	0.659258	53	
0.497326	479	0.652031	150	
0.496714	476	0.655802	76.5	
0.497726	472	0.659896	157	
0.51644	494	0.65324	67.5	
0.516505	497	0.652464	132	
0.498877	477	0.655391	152	
0.509265	490	0.649755	69.5	
