0.53768	751	0.671347	53.2	
0.545965	776	0.664302	48.2	
0.537805	766	0.658943	50.2	
0.535587	750	0.668813	53.4	
0.536562	758	0.664339	43.1667	
0.543969	776	0.661876	48.2	
0.537974	770	0.656868	49.4	
0.54877	788	0.660367	38.1667	
0.533167	748	0.664532	44.8333	
0.544414	775	0.663928	48.4	
0.545644	783	0.659666	46.8	
0.535967	751	0.668375	53.2	
0.546401	778	0.663656	47.8	
0.544052	781	0.660723	33.7143	
0.547254	784	0.661465	46.6	
0.54747	784	0.661868	46.6	
0.544162	766	0.668293	50.2	
0.536143	756	0.66574	52.2	
0.533387	751	0.662434	53.2	
0.539589	761	0.66606	51.2
