0.342737	185	0.602018	38.1429	
0.341301	180	0.617784	38.8571	
0.361155	201	0.612484	35.8571	
0.330028	228	0.571545	44.8	
0.30254	164	0.622353	72	
0.321269	179	0.613488	54.6	
0.300026	224	0.54112	19	
0.30588	150	0.660312	100.667	
0.331601	224	0.57127	20.7273	
0.350603	183	0.620115	38.4286	
0.346269	186	0.620968	44.3333	
0.356918	196	0.603599	36.5714	
0.353496	199	0.604343	31.625	
0.35086	196	0.60445	42.6667	
0.327782	197	0.583106	36.5714	
0.317087	207	0.610371	49	
0.291657	163	0.614482	57.8	
0.346846	197	0.582714	25.5	
0.36464	223	0.566577	23	
0.302491	147	0.657153	152.5	
