0.302928	153	0.613517	74.75	
0.31254	161	0.601302	58.2	
0.297087	151	0.609113	75.25	
0.399148	263	0.572299	27	
0.312788	171	0.586801	46.8333	
0.30313	155	0.604495	59.4	
0.298159	148	0.61645	101.333	
0.305815	165	0.584588	41	
0.30088	145	0.625749	153.5	
0.335823	199	0.58396	42.1667	
0.30153	154	0.618462	74.5	
0.35499	223	0.566695	32.7143	
0.308489	162	0.61304	96.6667	
0.325766	178	0.605271	91.3333	
0.307997	151	0.625004	75.25	
0.325627	170	0.600206	70.5	
0.286714	150	0.615907	100.667	
0.294263	174	0.575642	46.3333	
0.342792	192	0.584326	28.8889	
0.329353	184	0.60129	44.6667	
