0	0.429072	0
1	0.81444	0
2	0.923586	0
3	0.923077	0
4	0.882119	0
5	0.931126	0
6	0.926829	0
7	0.90097	0
8	0.860927	0
9	0.807806	0
10	0.758776	0
11	0.72902	0
12	0.711156	0
13	0.690055	0
14	0.665593	0
15	0.658597	0
16	0.656458	0
17	0.656427	0
18	0.65	0
19	0.622951	0
20	0.612903	0
21	0.598927	0
22	0.585328	0
23	0.585328	0
24	0.572177	0
25	0.559307	0
26	0.567792	0
27	0.58041	0
28	0.555097	0
29	0.56317	0
30	0.550953	0
31	0.543128	0
32	0.543513	0
33	0.539816	0
34	0.543617	0
35	0.551168	0
36	0.546927	0
37	0.546953	0
38	0.558824	0
39	0.567164	0
40	0.563433	0
41	0.544309	0
42	0.533073	0
43	0.512624	0
44	0.505123	0
45	0.495652	0
46	0.48653	0
47	0.490674	0
48	0.470131	0
49	0.463415	0
50	0.460606	0
51	0.438242	0
52	0.43479	0
53	0.437457	0
54	0.443619	0
55	0.480085	0
56	0.47609	0
57	0.495038	0
58	0.51163	0
59	0.569972	0
60	0.603481	0
61	0.663592	0
62	0.657353	0
63	0.690943	0
64	0.736251	0
65	0.719268	0
66	0.71129	0
67	0.792822	0
68	0.798398	0
69	0.745098	0
70	0.713162	0
71	0.669796	0
72	0.645971	0
73	0.596	0
74	0.57485	0
75	0.502178	0
76	0.456454	0
77	0.447521	0
78	0.44699	0
79	0.505804	0
80	0.585145	0
81	0.617612	0
82	0.608919	0
83	0.634324	0
84	0.627963	0
85	0.655121	0
86	0.701109	0
87	0.694137	0
88	0.696335	0
89	0.688095	0
90	0.646199	0
91	0.646154	0
92	0.590674	0
93	0.528754	0
94	0.479294	0
95	0.456522	0
96	0.49095	0
97	0.519802	0
98	0.548055	0
99	0.554651	0
100	0.595602	0
101	0.635166	0
102	0.625758	0
103	0.611576	0
104	0.69413	0
105	0.749143	0
106	0.763819	0
107	0.719697	0
108	0.678571	0
109	0.635582	0
110	0.488501	0
111	0.444231	0
112	0.430769	0
113	0.530425	0
114	0.56701	0
115	0.577564	0
116	0.603511	0
