0.453974	337	0.554339	11.5	
0.45098	342	0.546523	9.16667	
0.450905	340	0.547606	9.33333	
0.460036	358	0.544202	8.54545	
0.450873	339	0.549227	9.41667	
0.444451	335	0.54371	11.7	
0.452035	343	0.546854	9.90909	
0.458597	340	0.557484	9.33333	
0.449432	334	0.550904	10.7273	
0.45813	339	0.556775	11.3	
0.459427	345	0.555444	8.91667	
0.459363	349	0.551398	9.36364	
0.455483	340	0.553991	10.1818	
0.46115	350	0.552448	10.2	
0.454996	347	0.547106	10.6	
0.460021	342	0.558122	10	
0.459002	344	0.557279	9.81818	
0.452687	338	0.55139	10.3636	
0.457368	350	0.548082	9.27273	
0.45021	345	0.54204	8.91667	
