0.782512	602	0.782512	0	
0.790773	602	0.790773	0	
0.802129	601	0.803037	1	
0.792046	602	0.792046	0	
0.789371	601	0.790352	1	
0.792384	601	0.793489	1	
0.799089	601	0.799957	1	
0.816786	601	0.817806	1	
0.786898	602	0.786898	0	
0.772838	601	0.773729	1	
0.802881	602	0.802881	0	
0.790023	601	0.790955	1	
0.79509	601	0.796064	1	
0.800436	602	0.800436	0	
0.809964	602	0.809964	0	
0.80655	601	0.807522	1	
0.799865	601	0.800886	1	
0.759381	591	0.768171	3.66667	
0.789769	602	0.789769	0	
0.780932	602	0.780932	0	
