0.672256	947	0.672256	0	
0.657187	943	0.658787	4	
0.675535	947	0.675535	0	
0.672338	947	0.672338	0	
0.675041	947	0.675041	0	
0.670391	947	0.670391	0	
0.645624	943	0.647125	2	
0.672325	947	0.672325	0	
0.678605	947	0.678605	0	
0.633069	935	0.637478	6	
0.670331	947	0.670331	0	
0.669192	945	0.669975	2	
0.671611	947	0.671611	0	
0.663312	947	0.663312	0	
0.673821	947	0.673821	0	
0.669316	947	0.669316	0	
0.668283	947	0.668283	0	
0.669242	947	0.669242	0	
0.673096	947	0.673096	0	
0.671207	947	0.671207	0	
