0	0.781531	3.98942
1	0.881393	0.00777716
2	0.881393	0.00403376
3	0.916964	0.00658577
4	0.910348	0.00735189
5	0.945718	0.00310437
6	0.914064	0.00603674
7	0.947138	0.00886953
8	0.953494	0.0078989
9	0.959851	0.00938483
10	0.934592	0.00769091
11	0.934592	0.00488437
12	0.909332	0.00520602
13	0.934592	0.00539734
14	0.934592	0.00538938
15	0.909332	0.00893558
16	0.934592	0.011544
17	0.934592	0.0159036
18	0.934592	0.0107713
19	0.942476	0.0135884
20	0.917004	0.00879678
21	0.942476	0.00637003
22	0.942476	0.0111349
23	0.974359	0.00913956
24	0.948718	0.00995205
25	0.910931	0.0147156
26	0.936235	0.0120034
27	0.936235	0.00858367
28	0.936235	0.00966886
29	0.942435	0.0108469
30	0.942435	0.0148571
31	0.910851	0.00941804
32	0.936152	0.0146893
33	0.942435	0.00844548
34	0.967906	0.0103474
35	0.974359	0.00870502
36	0.967906	0.0105467
37	0.961454	0.00719896
38	0.961454	0.00962206
39	0.967906	0.0129628
40	0.967906	0.0127928
41	0.967906	0.00997178
42	0.961454	0.0164146
43	0.936152	0.0103736
44	0.916964	0.0146175
45	0.916964	0.0153143
46	0.923077	0.0139466
47	0.923077	0.0229207
48	0.897436	0.0158785
49	0.897436	0.0142632
50	0.897436	0.0173487
51	0.871795	0.0142135
52	0.871795	0.011202
53	0.866021	0.0187766
54	0.866021	0.0155912
55	0.910931	0.0426895
56	0.910931	0.0406518
57	0.910931	0.0341285
58	0.942476	0.0316491
59	0.939765	0.0233966
60	0.88361	0.0254053
61	0.822514	0.022757
62	0.786498	0.0164798
63	0.746652	0.0188628
64	0.703098	0.0146238
65	0.685949	0.0114791
66	0.672508	0.00602592
67	0.657107	0.00955592
68	0.657464	0.00433619
69	0.675676	0.00551241
70	0.686662	0.00454639
71	0.707188	0.00549778
72	0.725477	0.0145423
73	0.751387	0.0212054
74	0.809619	0.0191614
75	0.909641	0.0298369
76	0.83502	0.0357154
77	0.83502	0.0415523
78	0.779184	0.0522059
79	0.674105	0.0703289
80	0.52923	0.0476463
81	0.474371	0.0573916
82	0.462799	0.0655813
83	0.459276	0.044636
84	0.451408	0.0592252
85	0.456384	0.0508026
86	0.430751	0.0196422
87	0.47521	0.0291803
88	0.550042	0.0373988
89	0.561504	0.0371645
90	0.593192	0.0402103
91	0.620839	0.0326624
92	0.684975	0.0539791
93	0.759582	0.038532
94	0.748999	0.0405221
95	0.844367	0.0356457
96	0.844498	0.0581752
97	0.910751	0.064556
98	0.858047	0.027463
99	0.780471	0.0291147
100	0.65934	0.0274547
101	0.598978	0.0407366
102	0.560775	0.0285969
103	0.55906	0.0325318
104	0.527425	0.0456673
105	0.539205	0.0677901
106	0.557376	0.0550126
107	0.614753	0.0971169
108	0.682283	0.0946201
109	0.729746	0.0858901
110	0.838119	0.074574
111	0.75	0.0457402
112	0.725	0.0293409
113	0.651733	0.0418995
114	0.523227	0.0508202
115	0.496645	0.0386541
116	0.508792	0.0314773
117	0.561003	0.0293787
118	0.541986	0.040802
119	0.535416	0.0835937
120	0.531894	0.0660293
121	0.539787	0.0846978
122	0.561959	0.062374
