0.440137	205	0.78104	99	
0.431644	197	0.802104	206	
0.440035	198	0.79429	102.5	
0.422797	195	0.796208	208	
0.43013	204	0.790591	66.3333	
0.422093	197	0.787811	68.6667	
0.418748	204	0.784902	99.5	
0.42592	197	0.803585	103	
0.42093	196	0.783924	207	
0.437259	208	0.782638	65	
0.445086	205	0.800248	66	
0.425936	194	0.79547	209	
0.433107	196	0.797874	207	
0.418714	195	0.788215	208	
0.426705	194	0.804587	209	
0.42905	196	0.802254	207	
0.423513	195	0.807016	208	
0.43013	204	0.788736	99.5	
0.423844	203	0.791114	100	
0.440661	204	0.784799	49.75	
