0.2733	152	0.613469	50.2	
0.401617	271	0.579544	22	
0.34442	173	0.653159	230	
0.356673	189	0.635529	107	
0.402214	219	0.687585	92	
0.387359	244	0.628066	31.8	
0.305837	169	0.568344	117	
0.239192	134	0.569627	67.25	
0.375498	244	0.60497	31.8	
0.35609	206	0.616786	197	
0.540049	320	0.675064	28	
0.324717	163	0.647363	80	
0.456791	273	0.653664	21.6667	
0.230025	115	0.57698	72	
0.361528	232	0.618215	42.75	
0.295383	165	0.590831	238	
0.415349	298	0.507514	15	
0.321413	185	0.602676	218	
0.402761	218	0.671884	92.5	
0.277309	141	0.692484	87.3333	
