0.435616	199	0.79109	102	
0.453637	205	0.781705	66	
0.446904	198	0.799307	68.3333	
0.460203	211	0.785677	64	
0.49235	242	0.756228	80.5	
0.446372	201	0.78996	50.5	
0.429089	198	0.792362	68.3333	
0.439308	198	0.793238	102.5	
0.434141	195	0.80423	208	
0.444743	203	0.78491	66.6667	
0.447245	196	0.801514	207	
0.447327	195	0.805771	208	
0.431785	196	0.80214	207	
0.437428	199	0.787188	102	
0.430491	194	0.802187	209	
0.480813	233	0.759824	56.6667	
0.419406	204	0.776073	66.3333	
0.442623	205	0.788859	49.5	
0.448699	203	0.780193	100	
0.446539	212	0.771421	95.5	
